"column","variable","label","value_labels","class","type","n_na","range"
"98","v3_spsrq43_pna","Visit 3 - prefer not to answer marked for variable spsrq43: SPSRQ Parent - 43. Your child would like to be a socially powerful person.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"99","v3_bisbas22_pna","Visit 3 - prefer not to answer marked for variable bisbas22: BIS/BAS - My child has very few fears compared to his/her friends.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"100","v4_cwc1_pna","Visit 4 - prefer not to answer marked for variable cwc1: Child Weight Concerns 1 - How much worry about weight & body shape compared to peers","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","36","c(0, 1)"
"101","v4_cwc4_pna","Visit 4 - prefer not to answer marked for variable cwc4: Child Weight Concerns 4 - How important is weight in life","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","36","c(0, 1)"
"102","v4_cwc5_pna","Visit 4 - prefer not to answer marked for variable cwc5: Child Weight Concerns 5 - Ever feel fat","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","36","c(0, 1)"
"103","v4_cwc2_pna","Visit 4 - prefer not to answer marked for variable cwc2: Child Weight Concerns 2 - How worried about gaining 3 pounds","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"104","v4_cwc3_pna","Visit 4 - prefer not to answer marked for variable cwc3: Child Weight Concerns 3 - Last time went on diet","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"105","v4_cbis_perc_male_pna","Visit 4 - prefer not to answer marked for variable cbis_perc_male: CBIS Male 1 - Perceived Figure","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"106","v4_cbis_ideal_male_pna","Visit 4 - prefer not to answer marked for variable cbis_ideal_male: CBIS Male 2 - Ideal Figure","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"107","v4_cbis_perc_female_pna","Visit 4 - prefer not to answer marked for variable cbis_perc_female: CBIS Female 1 - Perceived Figure","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"108","v4_psi_resp_mom1_pna","Visit 4 - prefer not to answer marked for variable psi_resp_mom1: Parent Responsiveness - My mom likes me to tell her my troubles.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"109","v4_psi_resp_mom2_pna","Visit 4 - prefer not to answer marked for variable psi_resp_mom2: Parent Responsiveness - My mother praises me for doing well.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"110","v4_psi_resp_mom3_pna","Visit 4 - prefer not to answer marked for variable psi_resp_mom3: Parent Responsiveness - I can count on my mom to help me out if I have a problem.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"111","v4_psi_resp_mom4_pna","Visit 4 - prefer not to answer marked for variable psi_resp_mom4: Parent Responsiveness - My mom spends time just talking to me.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"112","v4_psi_resp_mom5_pna","Visit 4 - prefer not to answer marked for variable psi_resp_mom5: Parent Responsiveness - My mom and I do things that are fun together.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"113","v4_psi_resp_dad1_pna","Visit 4 - prefer not to answer marked for variable psi_resp_dad1: Parent Responsiveness - My dad likes me to tell him my troubles.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"114","v4_psi_resp_dad2_pna","Visit 4 - prefer not to answer marked for variable psi_resp_dad2: Parent Responsiveness - My dad praises me for doing well.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"115","v4_psi_resp_dad3_pna","Visit 4 - prefer not to answer marked for variable psi_resp_dad3: Parent Responsiveness - I can count on my dad to help me out if I have a problem.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"116","v4_psi_resp_dad4_pna","Visit 4 - prefer not to answer marked for variable psi_resp_dad4: Parent Responsiveness - My dad spends time just talking to me.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"117","v4_psi_resp_dad5_pna","Visit 4 - prefer not to answer marked for variable psi_resp_dad5: Parent Responsiveness - My dad and I do things that are fun together.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 1)"
"118","v4_brief7_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief7: BRIEF - Does not plan ahead for school assignments.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"119","v4_brief15_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief15: BRIEF - Gets caught up in details and misses the big picture.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"120","v4_brief27_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief27: BRIEF - Reacts more strongly to situations than other children.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"121","v4_brief44_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief44: BRIEF - Becomes overwhelmed by large assignments.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"122","v4_brief45_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief45: BRIEF - Loses lunch box, lunch money, permission slips, homework, etc.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"123","v4_brief47_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief47: BRIEF - Forgets to hand in homework, even when completed.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"124","v4_brief53_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief53: BRIEF - Does not bring home homework, assignment sheets, materials, etc.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"125","v4_brief57_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief57: BRIEF - Starts assignments or tasks at the last minute.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"126","v4_brief60_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief60: BRIEF - Is disturbed by change of teacher or class.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"127","v4_brief61_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable brief61: BRIEF - Has trouble organizing activities with friends.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"128","v4_update5_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable update5: Updates - Has your child experienced a cold, flu, or any other illnesses in the past week?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"129","v4_cchip3_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip3: CCHIP3 Run out of money to buy food - avg days per month without food","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"130","v4_cchip4_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip4: CCHIP4 Run out of money to buy food - days in past month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"131","v4_cchip7_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip7: CCHIP7 Limited number of foods - avg days per month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"132","v4_cchip10_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip10: CCHIP10 Adults ate less than should - # months in last year","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"133","v4_cchip11_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip11: CCHIP11 Adults ate less than should - avg # days per month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"134","v4_cchip12_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip12: CCHIP12 Adults ate less than should - # days in past month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"135","v4_cchip14_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip14: CCHIP14 Adults skip meals - # months in last year","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"136","v4_cchip15_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip15: CCHIP15 Adults skip meals - avg # days per month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"137","v4_cchip16_pna","Visit 4 - Parent Reported: prefer not to answer marked for variable cchip16: CCHIP16 Adults skip meals - # days in past month","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","32","c(0, 1)"
"138","v5_loc1_pna","Visit 5 - prefer not to answer marked for variable loc1: LOC1 lost control in past 3 months","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","33","c(0, 1)"
"139","v5_intero_prac_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_prac_hbcount: 10 Second Practice Trial 1 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","33","c(0, 1)"
"140","v5_intero_pulse_prac_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_pulse_prac_hbcount: 10 Second Practice Trial 3 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","33","c(0, 1)"
"141","v5_intero_pulse_20s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_pulse_20s_hbcount: 20 Second Experimental Trial 2 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","33","c(0, 1)"
"142","v5_intero_pulse_18s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_pulse_18s_hbcount: 18 Second Experimental Trial 2 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","33","c(0, 1)"
"143","v5_loc2a_pna","Visit 5 - prefer not to answer marked for variable loc2a: LOC2 How many times lost control - In the past month?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"144","v5_loc2b_pna","Visit 5 - prefer not to answer marked for variable loc2b: LOC2 How many times lost control - 2 months ago?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"145","v5_loc2c_pna","Visit 5 - prefer not to answer marked for variable loc2c: LOC2 How many times lost control - 3 months ago?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"146","v5_loc7_pna","Visit 5 - prefer not to answer marked for variable loc7: LOC Before eating - Did something bad happen to make you want to eat? (For example: Had a fight with a friend, got in trouble with a parent)","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"147","v5_loc19_pna","Visit 5 - prefer not to answer marked for variable loc19: LOC After eating - Did you not eat anything at all for a whole day or more because you ate too much?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"148","v5_intero_prac2_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_prac2_hbcount: 10 Second Practice Trial 2 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"149","v5_intero_15s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_15s_hbcount: 15 Second Experimental Trial 1 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"150","v5_intero_20s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_20s_hbcount: 20 Second Experimental Trial 1 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"151","v5_intero_18s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_18s_hbcount: 18 Second Experimental Trial 1 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"152","v5_intero_pulse_15s_hbcount_pna","Visit 5 - prefer not to answer marked for variable intero_pulse_15s_hbcount: 15 Second Experimental Trial 2 - Child's Reported Number of Heartbeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","39","c(0, 1)"
"153","v5_audit2_pna","Visit 5 - Parent Reported: prefer not to answer marked for variable audit2: AUDIT 2 - How many drinks on typical day","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","35","c(0, 1)"
"154","v7_loc1_pna","Visit 7 - prefer not to answer marked for variable loc1: LOC1 lost control in past 3 months","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","68","c(0, 1)"
"155","v7_loc4_pna","Visit 7 - prefer not to answer marked for variable loc4: LOC Before eating - Were you trying to cut back or eat less food than usual?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","68","c(0, 1)"
"156","v7_ctc5_pna","Visit 7 - prefer not to answer marked for variable ctc5: Visit 7 Communities that Care - Do your friends think it's cool to smoke cigarettes?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","74","c(0, 1)"
"157","v7_cwc1_pna","Visit 7 - prefer not to answer marked for variable cwc1: Child Weight Concerns 1 - How much worry about weight & body shape compared to peers","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","74","c(0, 1)"
"158","v7_cwc2_pna","Visit 7 - prefer not to answer marked for variable cwc2: Child Weight Concerns 2 - How worried about gaining 3 pounds","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","74","c(0, 1)"
"159","v7_loc14_pna","Visit 7 - prefer not to answer marked for variable loc14: LOC While eating - During any time when you were eating, did you feel numb or like you spaced or zoned out?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","93","c(0, 1)"
"160","v7_cwc5_pna","Visit 7 - prefer not to answer marked for variable cwc5: Child Weight Concerns 5 - Ever feel fat","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","93","c(0, 1)"
"161","v7_ctc6_pna","Visit 7 - prefer not to answer marked for variable ctc6: Visit 7 Communities that Care - Do your friends think it's cool to use electronic cigarettes?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","98","c(0, 1)"
"162","v7_ctc8_pna","Visit 7 - prefer not to answer marked for variable ctc8: Visit 7 Communities that Care - Do your friends think it's cool to do illegal drugs?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","98","c(0, 1)"
"163","v7_cwc3_pna","Visit 7 - prefer not to answer marked for variable cwc3: Child Weight Concerns 3 - Last time went on diet","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","98","c(0, 1)"
"164","v7_paq_m_travel_school_pna","Visit 7 - prefer not to answer marked for variable paq_m_travel_school: On Monday, how did your child travel to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"165","v7_paq_m_traveltime_school_pna","Visit 7 - prefer not to answer marked for variable paq_m_traveltime_school: On Monday, how long did it take for your child to get from your home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"166","v7_paq_m_arriveschool_pna","Visit 7 - prefer not to answer marked for variable paq_m_arriveschool: On Monday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"167","v7_paq_m_leaveschool_pna","Visit 7 - prefer not to answer marked for variable paq_m_leaveschool: On Monday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"168","v7_paq_m_travel_home_pna","Visit 7 - prefer not to answer marked for variable paq_m_travel_home: On Monday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"169","v7_paq_m_traveltime_home_pna","Visit 7 - prefer not to answer marked for variable paq_m_traveltime_home: On Monday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"170","v7_paq_t_travel_school_pna","Visit 7 - prefer not to answer marked for variable paq_t_travel_school: On Tuesday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"171","v7_paq_t_traveltime_school_pna","Visit 7 - prefer not to answer marked for variable paq_t_traveltime_school: On Tuesday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"172","v7_paq_t_arriveschool_pna","Visit 7 - prefer not to answer marked for variable paq_t_arriveschool: On Tuesday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"173","v7_paq_t_leaveschool_pna","Visit 7 - prefer not to answer marked for variable paq_t_leaveschool: On Tuesday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"174","v7_paq_t_travel_home_pna","Visit 7 - prefer not to answer marked for variable paq_t_travel_home: On Tuesday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"175","v7_paq_t_traveltime_home_pna","Visit 7 - prefer not to answer marked for variable paq_t_traveltime_home: On Tuesday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"176","v7_paq_w_travel_school_pna","Visit 7 - prefer not to answer marked for variable paq_w_travel_school: On Wednesday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"177","v7_paq_w_traveltime_school_pna","Visit 7 - prefer not to answer marked for variable paq_w_traveltime_school: On Wednesday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"178","v7_paq_w_arriveschool_pna","Visit 7 - prefer not to answer marked for variable paq_w_arriveschool: On Wednesday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"179","v7_paq_w_leaveschool_pna","Visit 7 - prefer not to answer marked for variable paq_w_leaveschool: On Wednesday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"180","v7_paq_w_travel_home_pna","Visit 7 - prefer not to answer marked for variable paq_w_travel_home: On Wednesday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"181","v7_paq_w_traveltime_home_pna","Visit 7 - prefer not to answer marked for variable paq_w_traveltime_home: On Wednesday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"182","v7_paq_th_travel_school_pna","Visit 7 - prefer not to answer marked for variable paq_th_travel_school: On Thursday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"183","v7_paq_th_traveltime_school_pna","Visit 7 - prefer not to answer marked for variable paq_th_traveltime_school: On Thursday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"184","v7_paq_th_arriveschool_pna","Visit 7 - prefer not to answer marked for variable paq_th_arriveschool: On Thursday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"185","v7_paq_th_leaveschool_pna","Visit 7 - prefer not to answer marked for variable paq_th_leaveschool: On Thursday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"186","v7_paq_th_travel_home_pna","Visit 7 - prefer not to answer marked for variable paq_th_travel_home: On Thursday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"187","v7_paq_th_traveltime_home_pna","Visit 7 - prefer not to answer marked for variable paq_th_traveltime_home: On Thursday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"188","v7_paq_f_travel_school_pna","Visit 7 - prefer not to answer marked for variable paq_f_travel_school: On Friday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"189","v7_paq_f_traveltime_school_pna","Visit 7 - prefer not to answer marked for variable paq_f_traveltime_school: On Friday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"190","v7_paq_f_arriveschool_pna","Visit 7 - prefer not to answer marked for variable paq_f_arriveschool: On Friday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
"191","v7_paq_f_leaveschool_pna","Visit 7 - prefer not to answer marked for variable paq_f_leaveschool: On Friday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","73","c(0, 1)"
