"column","variable","label","value_labels","class","type","n_na","range"
"108","cbq34","Parent Reported: CBQ - When angry about something, s/he tends to stay upset for ten minutes or longer. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"109","cbq35","Parent Reported: CBQ - Is not afraid of the dark. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"110","cbq36","Parent Reported: CBQ - Takes a long time in approaching new situations. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"111","cbq37","Parent Reported: CBQ - Is sometimes shy even around people s/he has known a long time. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"112","cbq38","Parent Reported: CBQ - Can wait before entering into new activities if s/he is asked to. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"113","cbq39","Parent Reported: CBQ - Enjoys ""snuggling up"" next to a parent or babysitter. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(4, 7)"
"114","cbq40","Parent Reported: CBQ - Gets angry when s/he can't find something s/he wants to play with. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"115","cbq41","Parent Reported: CBQ - Is afraid of fire. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"116","cbq42","Parent Reported: CBQ - Sometimes seems nervous when talking to adults s/he has just met. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"117","cbq43","Parent Reported: CBQ - Is slow and unhurried in deciding what to do next. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"118","cbq44","Parent Reported: CBQ - Changes from being upset to feeling much better within a few minutes. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"119","cbq45","Parent Reported: CBQ - Prepares for trips and outings by planning things s/he will need. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"120","cbq46","Parent Reported: CBQ - Becomes very excited while planning for trips. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(3, 7)"
"121","cbq47","Parent Reported: CBQ - Is quickly aware of some new item in the living room. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"122","cbq48","Parent Reported: CBQ - Hardly ever laughs out loud during play with other children. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"123","cbq49","Parent Reported: CBQ - Is not very upset at minor cuts or bruises. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"124","cbq50","Parent Reported: CBQ - Prefers quiet activities to active games. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"125","cbq51","Parent Reported: CBQ - Tends to say the first thing that comes to mind, without stopping to think about it. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"126","cbq52","Parent Reported: CBQ - Acts shy around new people. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"127","cbq53","Parent Reported: CBQ - Has trouble sitting still when s/he is told to (at movies, church, etc.). re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"128","cbq54","Parent Reported: CBQ - Rarely cries when s/he hears a sad story. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"129","cbq55","Parent Reported: CBQ - Sometimes smiles or giggles playing by her/himself. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"130","cbq56","Parent Reported: CBQ - Rarely becomes upset when watching a sad event in a TV show. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(-99, 7)"
"131","cbq57","Parent Reported: CBQ - Enjoys just being talked to. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(3, 7)"
"132","cbq58","Parent Reported: CBQ - Becomes very excited before an outing (e.g., picnic, party). re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(3, 7)"
"133","cbq59","Parent Reported: CBQ - If upset, cheers up quickly when s/he thinks about something else. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"134","cbq60","Parent Reported: CBQ - Is comfortable asking other children to play. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"135","cbq61","Parent Reported: CBQ - Rarely gets upset when told s/he has to go to bed. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"136","cbq62","Parent Reported: CBQ - When drawing or coloring in a book, shows strong concentration. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"137","cbq63","Parent Reported: CBQ - Is afraid of the dark. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"138","cbq64","Parent Reported: CBQ - Is likely to cry when even a little bit hurt. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"139","cbq65","Parent Reported: CBQ - Enjoys looking at picture books. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"140","cbq66","Parent Reported: CBQ - Is easy to soothe when s/he is upset. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"141","cbq67","Parent Reported: CBQ - Is good at following instructions. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"142","cbq68","Parent Reported: CBQ - Is rarely frightened by ""monsters"" seen on TV or at movies. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(-99, 7)"
"143","cbq69","Parent Reported: CBQ - Likes to go high and fast when pushed on a swing. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"144","cbq70","Parent Reported: CBQ - Sometimes turns away shyly from new acquaintances. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"145","cbq71","Parent Reported: CBQ - When building or putting something together, becomes very involved in what s/he is doing, and works for long periods. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"146","cbq72","Parent Reported: CBQ - Likes being sung to. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"147","cbq73","Parent Reported: CBQ - Approaches places s/he has been told are dangerous slowly and cautiously. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"148","cbq74","Parent Reported: CBQ - Rarely becomes discouraged when s/he has trouble making something work. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"149","cbq75","Parent Reported: CBQ - Is very difficult to soothe when s/he has become upset. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"150","cbq76","Parent Reported: CBQ - Likes the sound of words, such as nursery rhymes. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"151","cbq77","Parent Reported: CBQ - Smiles a lot at people s/he likes. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(2, 7)"
"152","cbq78","Parent Reported: CBQ - Dislikes rough and rowdy games. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"153","cbq79","Parent Reported: CBQ - Often laughs out loud in play with other children. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"154","cbq80","Parent Reported: CBQ - Rarely laughs aloud while watching TV or movie comedies. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"155","cbq81","Parent Reported: CBQ - Can easily stop an activity when s/he is told ""no."" re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"156","cbq82","Parent Reported: CBQ - Is among the last children to try out a new activity. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(-99, 7)"
"157","cbq83","Parent Reported: CBQ - Doesn't usually notice odors such as perfume, smoke, cooking, etc. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"158","cbq84","Parent Reported: CBQ - Is easily distracted when listening to a story. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"159","cbq85","Parent Reported: CBQ - Is full of energy, even in the evening. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(3, 7)"
"160","cbq86","Parent Reported: CBQ - Enjoys sitting on parent lap. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"161","cbq87","Parent Reported: CBQ - Gets angry when called in from play before s/he is ready to quit. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"162","cbq88","Parent Reported: CBQ - Enjoys riding a tricycle or bicycle fast and recklessly. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"163","cbq89","Parent Reported: CBQ - Sometimes becomes absorbed in a picture book and looks at it for a long time. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(1, 7)"
"164","cbq90","Parent Reported: CBQ - Remains pretty calm about upcoming desserts like ice cream. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(1, 7)"
"165","cbq91","Parent Reported: CBQ - Hardly ever complains when ill with a cold. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(-99, 7)"
"166","cbq92","Parent Reported: CBQ - Looks forward to family outings, but does not get too excited about them. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(2, 7)"
"167","cbq93","Parent Reported: CBQ - Likes to sit quietly and watch people do things. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","2","c(-99, 7)"
"168","cbq94","Parent Reported: CBQ - Enjoys gentle rhythmic activities, such as rocking or swaying. re-leveled in R to NA value to -99 as it reflects not knowing the child's reaction - see CBQ instructions","c(`NA or Don't want to answer` = -99, `Extremely Untrue` = 1, `Quite Untrue` = 2, `Sightly Untrue` = 3, `Neither True nor False` = 4, `Slightly True` = 5, `Quite True` = 6, `Extremely True` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(-99, 7)"
"169","cbq_activity","CBQ Activity Level Total Score","NULL","numeric","double","1","c(2.714, 5)"
"170","cbq_anger","CBQ Anger/Frustration Total Score","NULL","numeric","double","1","c(1.167, 5.833)"
"171","cbq_approach","CBQ Approach/Positive Anticipation Total Score","NULL","numeric","double","1","c(3.5, 6)"
"172","cbq_attention","CBQ Attentional Focusing Total Score","NULL","numeric","double","1","c(2.5, 5.833)"
