"column","variable","label","value_labels","class","type","n_na","range"
"295","p_pss_peas_freq","Parent Reported: PSS Peas - How often eat re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","36","c(0, 3)"
"296","p_pss_peas_much","Parent Reported: PSS Peas - How much eat","NULL","numeric","double","36","c(9, 92)"
"297","p_pss_peas_like","Parent Reported: PSS Peas - How much like","NULL","numeric","double","36","c(0, 100)"
"298","p_pss_peas_portion","Parent Reported: PSS Peas - How often determine portion","NULL","numeric","double","36","c(0, 100)"
"299","p_pss_peas_nutrition","Parent Reported: PSS Peas - How nutritious","NULL","numeric","double","36","c(28, 100)"
"300","p_pss_pizza_eat","Parent Reported: PSS Pizza - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"301","p_pss_pizza_freq","Parent Reported: PSS Pizza - How often eat re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","1","c(0, 3)"
"302","p_pss_pizza_much","Parent Reported: PSS Pizza - How much eat","NULL","numeric","double","1","c(9, 91)"
"303","p_pss_pizza_like","Parent Reported: PSS Pizza - How much like","NULL","numeric","double","1","c(0, 100)"
"304","p_pss_pizza_portion","Parent Reported: PSS Pizza - How often determine portion","NULL","numeric","double","1","c(0, 100)"
"305","p_pss_pizza_nutrition","Parent Reported: PSS Pizza - How nutritious","NULL","numeric","double","1","c(2, 78)"
"306","p_pss_soda_eat","Parent Reported: PSS Soda - Ever drink","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"307","p_pss_soda_freq","Parent Reported: PSS Soda - How often drink re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","38","c(0, 5)"
"308","p_pss_soda_much","Parent Reported: PSS Soda - How much drink","NULL","numeric","double","38","c(0, 91)"
"309","p_pss_soda_like","Parent Reported: PSS Soda - How much like","NULL","numeric","double","38","c(3, 100)"
"310","p_pss_soda_portion","Parent Reported: PSS Soda - How often determine portion","NULL","numeric","double","38","c(0, 100)"
"311","p_pss_soda_nutrition","Parent Reported: PSS Soda - How nutritious","NULL","numeric","double","38","c(0, 60)"
"312","p_pss_soup_eat","Parent Reported: PSS Soup - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"313","p_pss_soup_freq","Parent Reported: PSS Soup - How often eat re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","40","c(0, 2)"
"314","p_pss_soup_much","Parent Reported: PSS Soup - How much eat","NULL","numeric","double","40","c(9, 90)"
"315","p_pss_soup_like","Parent Reported: PSS Soup - How much like","NULL","numeric","double","40","c(11, 100)"
"316","p_pss_soup_portion","Parent Reported: PSS Soup - How often determine portion","NULL","numeric","double","40","c(0, 100)"
"317","p_pss_soup_nutrition","Parent Reported: PSS Soup - How nutritious","NULL","numeric","double","40","c(0, 100)"
"318","p_pss_tomatoes_eat","Parent Reported: PSS Tomatoes - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"319","p_pss_tomatoes_freq","Parent Reported: PSS Tomatoes - How often eat re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","40","c(0, 4)"
"320","p_pss_tomatoes_much","Parent Reported: PSS Tomatoes - How much eat","NULL","numeric","double","40","c(3, 91)"
"321","p_pss_tomatoes_like","Parent Reported: PSS Tomatoes - How much like","NULL","numeric","double","40","c(0, 100)"
"322","p_pss_tomatoes_portion","Parent Reported: PSS Tomatoes - How often determine portion","NULL","numeric","double","40","c(0, 100)"
"323","p_pss_tomatoes_nutrition","Parent Reported: PSS Tomatoes - How nutritious","NULL","numeric","double","40","c(46, 100)"
"324","p_pss_yogurt_eat","Parent Reported: PSS Strawberry Yogurt - Ever Eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"325","p_pss_yogurt_freq","Parent Reported: PSS Yogurt - How often eat re-leveled in R to start with 0","c(`1 time per month or never` = 0, `2 - 3 times per month` = 1, `1 - 2 times per week` = 2, `3 - 4 times per week` = 3, `5 - 6 times per week` = 4, `1 time per day` = 5, `2 or more times per day` = 6)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","26","c(0, 5)"
"326","p_pss_yogurt_much","Parent Reported: PSS Yogurt - How much eat","NULL","numeric","double","26","c(0, 91)"
"327","p_pss_yogurt_like","Parent Reported: PSS Yogurt - How much like","NULL","numeric","double","26","c(13, 100)"
"328","p_pss_yogurt_portion","Parent Reported: PSS Yogurt - How often determine portion","NULL","numeric","double","26","c(0, 100)"
"329","p_pss_yogurt_nutrition","Parent Reported: PSS Yogurt - How nutritious","NULL","numeric","double","26","c(15, 100)"
"330","p_pss_vas_nutritionlabel","Parent Reported: Feeding Strategies: Nutrition Facts label","NULL","numeric","double","0","c(0, 96)"
"331","p_pss_vas_lookonplate","Parent Reported: Feeding Strategies: Looks appropriate on plate","NULL","numeric","double","0","c(0, 100)"
"332","p_pss_vas_childusualintake","Parent Reported: Feeding Strategies: Amount child usually eats","NULL","numeric","double","0","c(32, 100)"
"333","p_pss_vas_platesize","Parent Reported: Feeding Strategies: Measuring tool","NULL","numeric","double","0","c(0, 100)"
"334","p_pss_vas_measuringtool","Parent Reported: Feeding Strategies: Restaurant Portion Sizes","NULL","numeric","double","0","c(0, 83)"
"335","p_pss_vas_health_proffesional","Parent Reported: Feeding Strategies: Health Professionals","NULL","numeric","double","0","c(0, 96)"
"336","p_pss_vas_recipe","Parent Reported: Feeding Strategies: Recipe","NULL","numeric","double","0","c(0, 81)"
"337","p_pss_vas_familyadult_portion","Parent Reported: Feeding Strategies: Adult in family portion","NULL","numeric","double","0","c(0, 75)"
"338","p_pss_vas_familychild_portion","Parent Reported: Feeding Strategies: Child in family portion","NULL","numeric","double","0","c(0, 100)"
"339","p_pss_vas_preprotioned","Parent Reported: Feeding Strategies: Pre-Portioned Food","NULL","numeric","double","1","c(0, 100)"
"340","p_pss_vas_child_selfregulate","Parent Reported: Feeding Strategies: Child Self-Regulate","NULL","numeric","double","0","c(0, 100)"
"341","p_pss_helpful_strategies","Parent Reported: Essay 1 helpful strategies","NULL","character","character","0","c(""Appropriate amounts of food for my child is strictly based on how much he enjoys the foods being given to him for dinner.  He is a very picky eater and we, as parents, would like to see him eat more appropriate amounts of food so that he is less of a \""snacker\"" throughout the day.  My husband and I are open to any suggestions because our strategies are not proving helpful."", ""when it is a healthy choice i do not limit what he eats, and he does not ever over eat\nwhen it is not a healthy choice i portion it to what he normally eats which i would consider a normal portion to any child""
)"
"342","p_pss_wantmoreinfo","Parent Reported: Essay 2 additional beneficial information","NULL","character","character","0","c("""", ""yes. portion control guides"")"
"343","v2_date","start_date from qualtrics survey meta-data converted to format yyyy-mm-dd in R","NULL","Date","double","0","c(17631, 18970)"
"344","kfq1","KFQ White bread - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"345","kfq2","KFQ Dark bread - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"346","kfq3","KFQ Cooked cereal - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"347","kfq4","KFQ Rice - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"348","kfq5","KFQ Macaroni and Cheese - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"349","kfq6","KFQ Spaghetti and tomato sauce - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"350","kfq7","KFQ Pizza - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"351","kfq8","KFQ Carrots - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"352","kfq9","KFQ String beans - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"353","kfq10","KFQ Peas - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"354","kfq11","KFQ Corn - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"355","kfq12","KFQ Baked potato - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"356","kfq13","KFQ Mashed potatoes - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"357","kfq14","KFQ Baked beans - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"358","kfq15","KFQ Apple - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"359","kfq16","KFQ Applesauce - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"360","kfq17","KFQ Banana - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"361","kfq18","KFQ Skim milk - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"362","kfq19","KFQ Whole milk - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"363","kfq20","KFQ Ice cream - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"364","kfq21","KFQ Beef - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"365","kfq22","KFQ Pork - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"366","kfq23","KFQ Fish - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"367","kfq24","KFQ Chicken - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"368","kfq25","KFQ Chicken soup/broth - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"369","kfq26","KFQ Scrambled eggs - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"370","kfq27","KFQ Tomato Soup - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"371","kfq28","KFQ Peanut butter - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"372","kfq29","KFQ Tea - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"373","kfq30","KFQ Fruit drinks - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"374","kfq31","KFQ Soft drinks - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"375","kfq32","KFQ Potato chips - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"376","kfq33","KFQ Corn chips/doritos - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"377","kfq34","KFQ Popcorn - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"378","kfq35","KFQ Muffin - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"379","kfq36","KFQ Cookies - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"380","kfq37","KFQ Doughnut - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"381","kfq38","KFQ Pie - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"382","kfq39","KFQ Chocolate - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"383","kfq40","KFQ Candy w/o chocolate - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"384","kfq41","KFQ Ketchup - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"385","kfq42","KFQ Salad dressing - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"386","kfq43","KFQ Butter - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"387","kfq44","KFQ Mayonnaise - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"388","kfq45","KFQ Brown gravy - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"389","kfq46","KFQ Syrup - re-leveled in R to start with 0","c(`Never eat this` = 0, `Less than once in 7 days` = 1, `1-2 times in 7 days` = 2, `3-5 times in 7 days` = 3, `6-7 times in 7 days` = 4, `More than 7 times in 7 days` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"390","kfq_grains","KFQ Breads and Grains Total Score","NULL","numeric","double","4","c(4, 23)"
"391","kfq_grains_modefreq","KFQ Breads and Grains Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"392","kfq_veg","KFQ Vegetables Total Score","NULL","numeric","double","4","c(0, 25)"
"393","kfq_veg_modefreq","KFQ Vegetables Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"394","kfq_fruit","KFQ Fruits Total Score","NULL","numeric","double","4","c(0, 13)"
"395","kfq_fruit_modefreq","KFQ Fruits Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"396","kfq_dairy","KFQ Dairy Total Score","NULL","numeric","double","4","c(0, 14)"
"397","kfq_dairy_modefreq","KFQ Dairy Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"398","kfq_protein","KFQ Protein Total Score","NULL","numeric","double","4","c(3, 26)"
"399","kfq_protein_modefreq","KFQ Protein Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"400","kfq_bev","KFQ Beverages Total Score","NULL","numeric","double","4","c(0, 12)"
"401","kfq_bev_modefreq","KFQ Beverages Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 4)"
"402","kfq_snack","KFQ Snacks Total Score","NULL","numeric","double","4","c(1, 13)"
"403","kfq_snack_modefreq","KFQ Snacks Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"404","kfq_desert","KFQ Deserts Total Score","NULL","numeric","double","4","c(0, 30)"
"405","kfq_desert_modefreq","KFQ Deserts Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"406","kfq_cond","KFQ Condiments Total Score","NULL","numeric","double","4","c(1, 19)"
"407","kfq_cond_modefreq","KFQ Condiments Modal Freqency","c(Never = 0, `<1 time wk` = 1, `1-2 times wk` = 2, `3-5 times wk` = 3, `6-7 times wk` = 4, `>7 times wk` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","4","c(0, 5)"
"408","tesqe1","TESQE - 1. If I am in town, I make sure that I don't go by fast-food places. - values modified in R so Dont know = -99","c(`Dont know` = -99, Never = 1, Rarely = 2, Sometimes = 3, Regularly = 4, Often = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","8","c(-99, 5)"
"409","tesqe2","TESQE - 2. If I pass a bakery, I avoid looking at the display in the window. - values modified in R so Dont know = -99","c(`Dont know` = -99, Never = 1, Rarely = 2, Sometimes = 3, Regularly = 4, Often = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","8","c(-99, 5)"
"410","tesqe3","TESQE - 3. If I go to the supermarket, I avoid the aisle with sweets and chocolates. - values modified in R so Dont know = -99","c(`Dont know` = -99, Never = 1, Rarely = 2, Sometimes = 3, Regularly = 4, Often = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","8","c(-99, 5)"
